instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
1325,2011-02-28,1,0,2,11,0,1,0,1,2,0.56,0.5303,0.64,0.2985,19.999,0.379,13,74,87.0
1326,2011-02-28,1,0,2,12,0,1,0,1,2,0.56,0.5303,0.64,0.2985,19.999,0.379,0,36,36.0
1327,2011-02-28,1,0,2,13,0,1,0,1,3,0.46,0.4545,0.94,0.2239,15.001,0.322,1,31,32.0
1328,2011-02-28,1,0,2,14,0,1,0,1,3,0.42,0.4242,1.0,0.2985,19.999,0.278,1,24,25.0
1329,2011-02-28,1,0,2,15,0,1,0,1,3,0.42,0.4242,1.0,0.2985,19.999,0.278,0,35,35.0
1330,2011-02-28,1,0,2,16,0,1,0,1,3,0.42,0.4242,1.0,0.1343,8.998,0.31,2,40,42.0
1331,2011-02-28,1,0,2,17,0,1,0,1,3,0.4,0.4091,1.0,0.2985,19.999,0.263,2,77,79.0
1332,2011-02-28,1,0,2,18,0,1,0,1,3,0.46,0.4545,0.94,0.194,12.998,0.328,4,127,131.0
1333,2011-02-28,1,0,2,19,0,1,0,1,3,0.44,0.4394,0.88,0.6119,40.997,0.229,1,79,80.0
1334,2011-02-28,1,0,2,20,0,1,0,1,3,0.44,0.4394,0.88,0.6119,40.997,0.229,0,45,45.0
1335,2011-02-28,1,0,2,21,0,1,0,1,2,0.38,0.3939,0.87,0.3881,26.003,0.231,2,78,80.0
1336,2011-02-28,1,0,2,22,0,1,0,1,3,0.34,0.303,0.93,0.4179,27.999,0.177,4,72,76.0
1337,2011-02-28,1,0,2,23,0,1,0,1,2,0.32,0.2879,0.81,0.3881,26.003,0.169,0,45,45.0
1338,2011-03-01,1,0,3,0,0,2,0,1,1,0.3,0.2727,0.7,0.4627,31.001,0.139,0,7,7.0
1339,2011-03-01,1,0,3,1,0,2,0,1,1,0.26,0.2273,0.7,0.3582,23.999,0.127,0,3,3.0
1340,2011-03-01,1,0,3,2,0,2,0,1,1,0.24,0.2121,0.65,0.3881,26.003,0.106,0,4,4.0
1341,2011-03-01,1,0,3,3,0,2,0,1,1,0.22,0.2121,0.69,0.2836,19.001,0.117,0,2,2.0
1342,2011-03-01,1,0,3,4,0,2,0,1,1,0.22,0.2121,0.69,0.2537,16.998,0.123,0,1,1.0
1343,2011-03-01,1,0,3,5,0,2,0,1,1,0.2,0.1818,0.64,0.2836,19.001,0.098,1,1,2.0
1344,2011-03-01,1,0,3,6,0,2,0,1,1,0.2,0.1818,0.59,0.2985,19.999,0.095,0,46,46.0
1345,2011-03-01,1,0,3,7,0,2,0,1,1,0.2,0.1818,0.59,0.3284,22.003,0.089,2,105,107.0
1346,2011-03-01,1,0,3,8,0,2,0,1,1,0.2,0.1818,0.59,0.3881,26.003,0.077,10,204,214.0
1347,2011-03-01,1,0,3,9,0,2,0,1,1,0.22,0.197,0.55,0.4179,27.999,0.086,8,116,124.0
1348,2011-03-01,1,0,3,10,0,2,0,1,1,0.24,0.2121,0.52,0.2836,19.001,0.127,13,55,68.0
1349,2011-03-01,1,0,3,11,0,2,0,1,1,0.28,0.2727,0.45,0.2537,16.998,0.171,8,48,56.0
1350,2011-03-01,1,0,3,12,0,2,0,1,1,0.3,0.303,0.39,0.1343,8.998,0.214,6,80,86.0
1351,2011-03-01,1,0,3,13,0,2,0,1,1,0.32,0.3485,0.39,0.0,0.0,0.265,13,65,78.0
1352,2011-03-01,1,0,3,14,0,2,0,1,1,0.32,0.3333,0.36,0.1343,8.998,0.233,18,61,79.0
1353,2011-03-01,1,0,3,15,0,2,0,1,1,0.34,0.3636,0.34,0.0,0.0,0.279,7,57,64.0
1354,2011-03-01,1,0,3,16,0,2,0,1,1,0.34,0.3485,0.34,0.0896,6.003,0.257,10,92,102.0
1355,2011-03-01,1,0,3,17,0,2,0,1,1,0.34,0.3485,0.34,0.0896,6.003,0.257,12,230,242.0
1356,2011-03-01,1,0,3,18,0,2,0,1,1,0.32,0.3182,0.39,0.194,12.998,0.217,10,214,224.0
1357,2011-03-01,1,0,3,19,0,2,0,1,1,0.3,0.303,0.49,0.1343,8.998,0.214,4,115,119.0
1358,2011-03-01,1,0,3,20,0,2,0,1,1,0.3,0.3182,0.61,0.0896,6.003,0.228,2,86,88.0
1359,2011-03-01,1,0,3,21,0,2,0,1,1,0.26,0.303,0.56,0.0,0.0,0.221,8,55,63.0
1360,2011-03-01,1,0,3,22,0,2,0,1,1,0.24,0.2727,0.62,0.1045,7.002,0.181,3,44,47.0
1361,2011-03-01,1,0,3,23,0,2,0,1,1,0.24,0.2273,0.65,0.2239,15.001,0.143,2,23,25.0
1362,2011-03-02,1,0,3,0,0,3,0,1,1,0.22,0.2273,0.69,0.1642,11.001,0.145,3,5,8.0
1363,2011-03-02,1,0,3,1,0,3,0,1,1,0.22,0.2273,0.69,0.194,12.998,0.139,0,4,4.0
1364,2011-03-02,1,0,3,2,0,3,0,1,1,0.22,0.2273,0.69,0.194,12.998,0.139,0,2,2.0
1365,2011-03-02,1,0,3,3,0,3,0,1,1,0.22,0.2121,0.69,0.2836,19.001,0.117,3,1,4.0
1366,2011-03-02,1,0,3,4,0,3,0,1,1,0.2,0.2121,0.75,0.1343,8.998,0.137,1,0,1.0
1367,2011-03-02,1,0,3,5,0,3,0,1,1,0.22,0.2121,0.69,0.2239,15.001,0.129,0,5,5.0
1368,2011-03-02,1,0,3,6,0,3,0,1,1,0.22,0.2121,0.55,0.2537,16.998,0.123,1,39,40.0
1369,2011-03-02,1,0,3,7,0,3,0,1,1,0.22,0.2121,0.64,0.2537,16.998,0.123,2,108,110.0
1370,2011-03-02,1,0,3,8,0,3,0,1,1,0.24,0.2121,0.65,0.2836,19.001,0.127,13,243,256.0
1371,2011-03-02,1,0,3,9,0,3,0,1,1,0.28,0.2576,0.56,0.2985,19.999,0.158,7,141,148.0
1372,2011-03-02,1,0,3,10,0,3,0,1,1,0.32,0.303,0.49,0.2836,19.001,0.194,11,65,76.0
1373,2011-03-02,1,0,3,11,0,3,0,1,1,0.34,0.303,0.53,0.3284,22.003,0.195,8,65,73.0
1374,2011-03-02,1,0,3,12,0,3,0,1,1,0.4,0.4091,0.43,0.194,12.998,0.284,20,62,82.0
1375,2011-03-02,1,0,3,13,0,3,0,1,1,0.5,0.4848,0.25,0.0,0.0,0.395,35,90,125.0
1376,2011-03-02,1,0,3,14,0,3,0,1,1,0.52,0.5,0.23,0.2985,19.999,0.35,21,75,96.0
1377,2011-03-02,1,0,3,15,0,3,0,1,1,0.54,0.5152,0.19,0.4179,27.999,0.341,19,91,110.0
1378,2011-03-02,1,0,3,16,0,3,0,1,1,0.54,0.5152,0.19,0.3284,22.003,0.359,27,112,
1379,2011-03-02,1,0,3,17,0,3,0,1,1,0.5,0.4848,0.23,0.2836,19.001,0.339,30,238,268.0
1380,2011-03-02,1,0,3,18,0,3,0,1,1,0.46,0.4545,0.23,0.4925,32.998,0.268,8,193,201.0
1381,2011-03-02,1,0,3,19,0,3,0,1,1,0.4,0.4091,0.28,0.5224,35.001,0.218,6,144,150.0
1382,2011-03-02,1,0,3,20,0,3,0,1,1,0.36,0.3333,0.29,0.4179,27.999,0.196,9,86,95.0
1383,2011-03-02,1,0,3,21,0,3,0,1,1,0.34,0.2879,0.29,0.4627,31.001,0.164,3,68,71.0
1384,2011-03-02,1,0,3,22,0,3,0,1,1,0.3,0.2576,0.26,0.5522,36.997,0.117,4,44,48.0
1385,2011-03-02,1,0,3,23,0,3,0,1,1,0.26,0.2121,0.3,0.5224,35.001,0.089,0,22,22.0
1386,2011-03-03,1,0,3,0,0,4,0,1,1,0.24,0.197,0.3,0.4627,31.001,0.087,3,10,13.0
1387,2011-03-03,1,0,3,1,0,4,0,1,1,0.24,0.197,0.3,0.4627,31.001,0.087,0,1,1.0
1388,2011-03-03,1,0,3,2,0,4,0,1,1,0.2,0.1667,0.27,0.4627,31.001,0.057,1,2,3.0
1389,2011-03-03,1,0,3,3,0,4,0,1,1,0.2,0.1667,0.27,0.4627,31.001,0.057,0,1,1.0
1390,2011-03-03,1,0,3,4,0,4,0,1,1,0.16,0.1212,0.31,0.4925,32.998,0.018,0,1,1.0
1391,2011-03-03,1,0,3,5,0,4,0,1,1,0.14,0.1212,0.33,0.2985,19.999,0.047,1,7,8.0
1392,2011-03-03,1,0,3,6,0,4,0,1,1,0.14,0.1212,0.33,0.2985,19.999,0.047,1,34,35.0
1393,2011-03-03,1,0,3,7,0,4,0,1,1,0.12,0.0909,0.42,0.4179,27.999,0.004,1,110,111.0
1394,2011-03-03,1,0,3,8,0,4,0,1,1,0.14,0.1212,0.39,0.2985,19.999,0.047,4,216,220.0
1395,2011-03-03,1,0,3,9,0,4,0,1,1,0.16,0.1364,0.37,0.2836,19.001,0.064,10,135,145.0
1396,2011-03-03,1,0,3,10,0,4,0,1,1,0.18,0.1818,0.29,0.194,12.998,0.106,7,49,56.0
1397,2011-03-03,1,0,3,11,0,4,0,1,1,0.2,0.2273,0.29,0.0896,6.003,0.15,10,40,50.0
1398,2011-03-03,1,0,3,12,0,4,0,1,1,0.22,0.2273,0.25,0.1343,8.998,0.151,7,65,72.0
1399,2011-03-03,1,0,3,13,0,4,0,1,1,0.22,0.2576,0.25,0.0896,6.003,0.169,13,67,80.0
1400,2011-03-03,1,0,3,14,0,4,0,1,1,0.24,0.2576,0.21,0.1045,7.002,0.176,18,60,78.0
1401,2011-03-03,1,0,3,15,0,4,0,1,1,0.24,0.2879,0.23,0.0,0.0,0.206,6,62,68.0
1402,2011-03-03,1,0,3,16,0,4,0,1,1,0.26,0.303,0.23,0.0,0.0,0.221,6,65,71.0
1403,2011-03-03,1,0,3,17,0,4,0,1,1,0.26,0.303,0.22,0.0,0.0,0.221,17,185,202.0
1404,2011-03-03,1,0,3,18,0,4,0,1,1,0.24,0.2121,0.35,0.3284,22.003,0.118,6,161,167.0
1405,2011-03-03,1,0,3,19,0,4,0,1,1,0.2,0.197,0.4,0.2537,16.998,0.108,5,101,106.0
1406,2011-03-03,1,0,3,20,0,4,0,1,1,0.2,0.2273,0.4,0.0896,6.003,0.15,1,69,70.0
1407,2011-03-03,1,0,3,21,0,4,0,1,1,0.18,0.2121,0.4,0.1045,7.002,0.133,3,48,51.0
1408,2011-03-03,1,0,3,22,0,4,0,1,1,0.2,0.2576,0.4,0.0,0.0,0.177,3,50,53.0
1409,2011-03-03,1,0,3,23,0,4,0,1,2,0.18,0.2121,0.43,0.0896,6.003,0.136,0,23,23.0
1410,2011-03-04,1,0,3,0,0,5,0,1,2,0.2,0.197,0.55,0.194,12.998,0.12,0,12,12.0
1411,2011-03-04,1,0,3,1,0,5,0,1,2,0.18,0.1818,0.64,0.194,12.998,0.106,0,4,4.0
1412,2011-03-04,1,0,3,2,0,5,0,1,2,0.18,0.1818,0.64,0.194,12.998,0.106,0,2,2.0
1413,2011-03-04,1,0,3,3,0,5,0,1,2,0.18,0.1667,0.74,0.2537,16.998,0.089,0,1,1.0
1414,2011-03-04,1,0,3,4,0,5,0,1,2,0.18,0.1818,0.74,0.194,12.998,0.106,1,0,1.0
1415,2011-03-04,1,0,3,5,0,5,0,1,2,0.16,0.1818,0.74,0.1343,8.998,0.108,0,7,7.0
1416,2011-03-04,1,0,3,6,0,5,0,1,2,0.16,0.197,0.74,0.0896,6.003,0.121,1,28,29.0
1417,2011-03-04,1,0,3,7,0,5,0,1,1,0.16,0.1818,0.8,0.1343,8.998,0.108,0,83,83.0
1418,2011-03-04,1,0,3,8,0,5,0,1,1,0.18,0.197,0.74,0.1343,8.998,0.122,6,222,228.0
1419,2011-03-04,1,0,3,9,0,5,0,1,1,0.22,0.2273,0.6,0.1343,8.998,0.151,12,138,150.0
1420,2011-03-04,1,0,3,10,0,5,0,1,1,0.24,0.2273,0.6,0.2537,16.998,0.137,10,56,66.0
1421,2011-03-04,1,0,3,11,0,5,0,1,1,0.28,0.2727,0.52,0.2239,15.001,0.177,16,73,89.0
1422,2011-03-04,1,0,3,12,0,5,0,1,1,0.32,0.303,0.43,0.1642,11.001,0.218,10,87,97.0
1423,2011-03-04,1,0,3,13,0,5,0,1,1,0.34,0.3182,0.42,0.2239,15.001,0.221,13,74,87.0
1424,2011-03-04,1,0,3,14,0,5,0,1,1,0.36,0.3333,0.4,0.2836,19.001,0.223,30,65,95.0
1425,2011-03-04,1,0,3,15,0,5,0,1,1,0.36,0.3333,0.4,0.2985,19.999,0.22,31,75,106.0
1426,2011-03-04,1,0,3,16,0,5,0,1,1,0.36,0.3485,0.46,0.194,12.998,0.246,17,101,118.0
1427,2011-03-04,1,0,3,17,0,5,0,1,2,0.36,0.3333,0.5,0.2537,16.998,0.229,22,206,228.0
1428,2011-03-04,1,0,3,18,0,5,0,1,2,0.34,0.303,0.53,0.2985,19.999,0.201,15,172,187.0
1429,2011-03-04,1,0,3,19,0,5,0,1,1,0.32,0.303,0.61,0.2537,16.998,0.2,5,102,107.0
1430,2011-03-04,1,0,3,20,0,5,0,1,2,0.3,0.2879,0.7,0.194,12.998,0.198,9,78,87.0
1431,2011-03-04,1,0,3,21,0,5,0,1,2,0.3,0.2879,0.7,0.2239,15.001,0.192,6,64,70.0
1432,2011-03-04,1,0,3,22,0,5,0,1,1,0.3,0.2879,0.7,0.194,12.998,0.198,4,40,44.0
1433,2011-03-04,1,0,3,23,0,5,0,1,2,0.3,0.303,0.75,0.1642,11.001,0.208,6,40,46.0
1434,2011-03-05,1,0,3,0,0,6,1,0,2,0.28,0.2879,0.81,0.1045,7.002,0.205,4,15,19.0
1435,2011-03-05,1,0,3,1,0,6,1,0,2,0.3,0.3182,0.81,0.1045,7.002,0.225,5,20,25.0
1436,2011-03-05,1,0,3,2,0,6,1,0,2,0.3,0.2879,0.87,0.194,12.998,0.198,5,15,20.0
1437,2011-03-05,1,0,3,3,0,6,1,0,2,0.3,0.2879,0.87,0.194,12.998,0.198,0,2,2.0
1438,2011-03-05,1,0,3,4,0,6,1,0,2,0.3,0.303,0.93,0.1642,11.001,0.208,0,1,1.0
1439,2011-03-05,1,0,3,5,0,6,1,0,2,0.3,0.303,1.0,0.1343,8.998,0.214,0,3,3.0
1440,2011-03-05,1,0,3,6,0,6,1,0,2,0.3,0.2879,1.0,0.2239,15.001,0.192,1,3,4.0
1441,2011-03-05,1,0,3,7,0,6,1,0,2,0.3,0.2727,1.0,0.2985,19.999,0.172,5,10,15.0
1442,2011-03-05,1,0,3,8,0,6,1,0,2,0.3,0.2727,1.0,0.2985,19.999,0.172,11,34,45.0
1443,2011-03-05,1,0,3,9,0,6,1,0,2,0.32,0.303,0.93,0.2239,15.001,0.206,15,48,63.0
1444,2011-03-05,1,0,3,10,0,6,1,0,2,0.34,0.3333,0.93,0.194,12.998,0.231,34,69,103.0
1445,2011-03-05,1,0,3,11,0,6,1,0,2,0.4,0.4091,0.76,0.2239,15.001,0.278,43,116,159.0
1446,2011-03-05,1,0,3,12,0,6,1,0,2,0.44,0.4394,0.67,0.2537,16.998,0.301,46,121,167.0
1447,2011-03-05,1,0,3,13,0,6,1,0,2,0.46,0.4545,0.67,0.2836,19.001,0.31,60,130,190.0
1448,2011-03-05,1,0,3,14,0,6,1,0,2,0.48,0.4697,0.59,0.2836,19.001,0.324,80,118,198.0
1449,2011-03-05,1,0,3,15,0,6,1,0,2,0.46,0.4545,0.63,0.2985,19.999,0.307,83,122,205.0
1450,2011-03-05,1,0,3,16,0,6,1,0,2,0.48,0.4697,0.59,0.2985,19.999,0.321,74,130,204.0
1451,2011-03-05,1,0,3,17,0,6,1,0,2,0.48,0.4697,0.59,0.3582,23.999,0.309,60,104,164.0
1452,2011-03-05,1,0,3,18,0,6,1,0,2,0.48,0.4697,0.59,0.3284,22.003,0.315,37,115,152.0
1453,2011-03-05,1,0,3,19,0,6,1,0,2,0.46,0.4545,0.67,0.3284,22.003,0.301,27,62,89.0
1454,2011-03-05,1,0,3,20,0,6,1,0,2,0.44,0.4394,0.77,0.3284,22.003,0.286,12,58,70.0
1455,2011-03-05,1,0,3,21,0,6,1,0,2,0.44,0.4394,0.72,0.3284,22.003,0.286,12,60,72.0
1456,2011-03-05,1,0,3,22,0,6,1,0,2,0.42,0.4242,0.77,0.2985,19.999,0.278,16,47,63.0
1457,2011-03-05,1,0,3,23,0,6,1,0,2,0.44,0.4394,0.77,0.2985,19.999,0.292,10,34,44.0
1458,2011-03-06,1,0,3,0,0,0,1,0,2,0.42,0.4242,0.77,0.3582,23.999,0.266,11,41,52.0
1459,2011-03-06,1,0,3,1,0,0,1,0,2,0.42,0.4242,0.77,0.2836,19.001,0.281,12,27,39.0
1460,2011-03-06,1,0,3,2,0,0,1,0,2,0.4,0.4091,0.82,0.2836,19.001,0.266,5,27,32.0
1461,2011-03-06,1,0,3,3,0,0,1,0,2,0.42,0.4242,0.82,0.2985,19.999,0.278,2,9,11.0
1462,2011-03-06,1,0,3,4,0,0,1,0,2,0.42,0.4242,0.88,0.3582,23.999,0.266,0,3,3.0
1463,2011-03-06,1,0,3,6,0,0,1,0,2,0.42,0.4242,0.94,0.3582,23.999,0.266,1,1,2.0
1464,2011-03-06,1,0,3,7,0,0,1,0,3,0.42,0.4242,1.0,0.4478,30.003,0.248,0,5,5.0
1465,2011-03-06,1,0,3,8,0,0,1,0,2,0.4,0.4091,1.0,0.2985,19.999,0.263,1,8,9.0
1466,2011-03-06,1,0,3,9,0,0,1,0,2,0.42,0.4242,1.0,0.2836,19.001,0.281,4,18,22.0
1467,2011-03-06,1,0,3,10,0,0,1,0,2,0.42,0.4242,1.0,0.2985,19.999,0.278,4,27,31.0
1468,2011-03-06,1,0,3,11,0,0,1,0,2,0.42,0.4242,1.0,0.2239,15.001,0.292,18,44,62.0
1469,2011-03-06,1,0,3,12,0,0,1,0,2,0.46,0.4545,0.94,0.3284,22.003,0.301,10,69,79.0
1470,2011-03-06,1,0,3,13,0,0,1,0,2,0.46,0.4545,0.94,0.3582,23.999,0.295,22,83,105.0
1471,2011-03-06,1,0,3,14,0,0,1,0,3,0.44,0.4394,1.0,0.2239,15.001,0.307,12,27,39.0
1472,2011-03-06,1,0,3,15,0,0,1,0,3,0.44,0.4394,1.0,0.2239,15.001,0.307,3,4,7.0
1473,2011-03-06,1,0,3,16,0,0,1,0,3,0.36,0.3333,1.0,0.2836,19.001,0.223,3,8,11.0
1474,2011-03-06,1,0,3,17,0,0,1,0,3,0.34,0.303,1.0,0.2985,19.999,0.201,2,23,25.0
1475,2011-03-06,1,0,3,18,0,0,1,0,3,0.32,0.2879,1.0,0.3582,23.999,0.175,0,23,23.0
1476,2011-03-06,1,0,3,19,0,0,1,0,3,0.3,0.2576,1.0,0.4925,32.998,0.129,0,11,11.0
1477,2011-03-06,1,0,3,20,0,0,1,0,3,0.28,0.2424,1.0,0.4179,27.999,0.129,3,8,11.0
1478,2011-03-06,1,0,3,21,0,0,1,0,3,0.24,0.1818,0.93,0.6119,40.997,0.052,1,6,7.0
1479,2011-03-06,1,0,3,22,0,0,1,0,2,0.22,0.197,1.0,0.3881,26.003,0.091,0,10,10.0
1480,2011-03-06,1,0,3,23,0,0,1,0,2,0.22,0.197,1.0,0.4179,27.999,0.086,0,9,9.0
1481,2011-03-07,1,0,3,0,0,1,0,1,3,0.2,0.1818,1.0,0.3284,22.003,0.089,0,4,4.0
1482,2011-03-07,1,0,3,1,0,1,0,1,3,0.2,0.1818,1.0,0.3284,22.003,0.089,0,2,2.0
1483,2011-03-07,1,0,3,3,0,1,0,1,1,0.2,0.1515,0.8,0.5821,39.001,0.029,0,1,1.0
1484,2011-03-07,1,0,3,4,0,1,0,1,1,0.2,0.1515,0.8,0.5224,35.001,0.041,1,0,1.0
1485,2011-03-07,1,0,3,5,0,1,0,1,1,0.2,0.1818,0.75,0.3582,23.999,0.083,0,1,1.0
1486,2011-03-07,1,0,3,6,0,1,0,1,1,0.2,0.1818,0.75,0.3881,26.003,0.077,3,31,34.0
1487,2011-03-07,1,0,3,7,0,1,0,1,1,0.2,0.1667,0.75,0.4179,27.999,0.066,3,88,91.0
1488,2011-03-07,1,0,3,8,0,1,0,1,1,0.2,0.1818,0.75,0.3881,26.003,0.077,11,200,211.0
1489,2011-03-07,1,0,3,9,0,1,0,1,1,0.22,0.1818,0.64,0.4627,31.001,0.072,5,129,134.0
1490,2011-03-07,1,0,3,10,0,1,0,1,1,0.24,0.2121,0.6,-1.0,19.999,0.124,15,43,58.0
1491,2011-03-07,1,0,3,11,0,1,0,1,1,0.26,0.2121,0.48,0.4478,30.003,0.104,19,41,60.0
1492,2011-03-07,1,0,3,12,0,1,0,1,1,0.3,0.2727,0.42,0.4179,27.999,0.148,28,68,96.0
1493,2011-03-07,1,0,3,13,0,1,0,1,1,0.32,0.2879,0.36,0.3881,26.003,0.169,16,54,70.0
1494,2011-03-07,1,0,3,14,0,1,0,1,1,0.32,0.2879,0.36,0.4179,27.999,0.163,21,56,77.0
1495,2011-03-07,1,0,3,15,0,1,0,1,1,0.34,0.303,0.31,0.3881,26.003,0.183,32,64,96.0
1496,2011-03-07,1,0,3,16,0,1,0,1,1,0.34,0.303,0.31,0.3582,23.999,0.189,26,96,122.0
1497,2011-03-07,1,0,3,17,0,1,0,1,1,0.34,0.303,0.29,0.3582,23.999,0.189,27,206,233.0
1498,2011-03-07,1,0,3,18,0,1,0,1,1,0.32,0.303,0.31,0.2239,15.001,0.206,19,214,233.0
1499,2011-03-07,1,0,3,19,0,1,0,1,1,0.3,0.2879,0.33,0.2239,15.001,0.192,11,134,145.0
1500,2011-03-07,1,0,3,20,0,1,0,1,1,0.3,0.303,0.33,0.1642,11.001,0.208,5,87,92.0
1501,2011-03-07,1,0,3,21,0,1,0,1,1,0.28,0.2727,0.38,0.2239,15.001,0.177,1,53,54.0
1502,2011-03-07,1,0,3,22,0,1,0,1,1,0.26,0.2576,0.48,0.1642,11.001,0.174,1,34,35.0
1503,2011-03-07,1,0,3,23,0,1,0,1,1,0.28,0.3182,0.48,0.0,0.0,0.235,0,22,22.0
1504,2011-03-08,1,0,3,0,0,2,0,1,1,0.26,0.2879,0.48,0.0896,6.003,0.198,1,9,10.0
1505,2011-03-08,1,0,3,1,0,2,0,1,1,0.24,0.2424,0.52,0.1343,8.998,0.166,0,4,4.0
1506,2011-03-08,1,0,3,2,0,2,0,1,1,0.24,0.2424,0.52,0.1343,8.998,0.166,1,0,1.0
1507,2011-03-08,1,0,3,3,0,2,0,1,1,0.24,0.2576,0.52,0.0896,6.003,0.179,5,2,7.0
1508,2011-03-08,1,0,3,4,0,2,0,1,1,0.22,0.2727,0.64,0.0,0.0,0.192,0,2,2.0
1509,2011-03-08,1,0,3,5,0,2,0,1,1,0.2,0.2273,0.69,0.1045,7.002,0.147,2,8,10.0
1510,2011-03-08,1,0,3,6,0,2,0,1,1,0.2,0.2576,0.59,0.0,0.0,0.177,3,42,45.0
1511,2011-03-08,1,0,3,7,0,2,0,1,1,0.18,0.197,0.64,0.1343,8.998,0.122,9,119,128.0
1512,2011-03-08,1,0,3,8,0,2,0,1,1,0.22,0.2273,0.55,0.194,12.998,0.139,10,247,257.0
1513,2011-03-08,1,0,3,9,0,2,0,1,1,0.26,0.2576,0.41,0.1642,11.001,0.174,11,140,151.0
1514,2011-03-08,1,0,3,10,0,2,0,1,2,0.3,0.2879,0.33,0.194,12.998,0.198,25,46,71.0
1515,2011-03-08,1,0,3,11,0,2,0,1,2,0.36,0.3485,0.25,0.1642,11.001,0.252,26,52,78.0
1516,2011-03-08,1,0,3,12,0,2,0,1,2,0.36,0.3788,0.23,0.0,0.0,0.294,29,70,99.0
1517,2011-03-08,1,0,3,13,0,2,0,1,2,0.38,0.3939,0.25,0.1045,7.002,0.287,25,73,98.0
1518,2011-03-08,1,0,3,14,0,2,0,1,2,0.38,0.3939,0.2,0.0,0.0,0.308,16,56,72.0
1519,2011-03-08,1,0,3,15,0,2,0,1,2,0.36,0.3788,0.18,0.0,0.0,0.294,35,77,112.0
1520,2011-03-08,1,0,3,16,0,2,0,1,1,0.38,0.3939,0.27,0.1642,11.001,0.275,26,82,108.0
1521,2011-03-08,1,0,3,17,0,2,0,1,1,0.36,0.3485,0.27,0.2239,15.001,0.24,39,209,248.0
1522,2011-03-08,1,0,3,18,0,2,0,1,1,0.34,0.3333,0.27,0.194,12.998,0.231,21,214,235.0
1523,2011-03-08,1,0,3,19,0,2,0,1,1,0.34,0.3485,0.31,0.1045,7.002,0.254,9,141,150.0
1524,2011-03-08,1,0,3,20,0,2,0,1,1,0.32,0.3333,0.39,0.0896,6.003,0.242,2,74,76.0
1525,2011-03-08,1,0,3,21,0,2,0,1,1,0.3,0.2879,0.49,0.194,12.998,0.198,7,68,75.0
1526,2011-03-08,1,0,3,22,0,2,0,1,1,0.3,0.2879,0.49,0.2239,15.001,0.192,11,44,55.0
1527,2011-03-08,1,0,3,23,0,2,0,1,1,0.28,0.2727,0.61,0.194,12.998,0.183,3,38,41.0
1528,2011-03-09,1,0,3,0,0,3,0,1,1,0.26,0.2879,0.65,0.0896,6.003,0.198,0,9,9.0
1529,2011-03-09,1,0,3,1,0,3,0,1,1,0.26,0.2727,0.52,0.1343,8.998,0.185,0,4,4.0
1530,2011-03-09,1,0,3,2,0,3,0,1,1,0.26,0.2727,0.52,0.1343,8.998,0.185,1,1,2.0
1531,2011-03-09,1,0,3,3,0,3,0,1,1,0.24,0.2576,0.7,0.0896,6.003,0.179,1,2,3.0
1532,2011-03-09,1,0,3,4,0,3,0,1,1,0.24,0.2576,0.75,0.1045,7.002,0.176,0,2,2.0
1533,2011-03-09,1,0,3,5,0,3,0,1,2,0.24,0.2424,0.81,0.1343,8.998,0.166,1,7,8.0
1534,2011-03-09,1,0,3,6,0,3,0,1,2,0.24,0.2576,0.85,0.1045,7.002,0.176,5,44,49.0
1535,2011-03-09,1,0,3,7,0,3,0,1,2,0.24,0.2424,0.87,0.1642,11.001,0.16,18,123,141.0
1536,2011-03-09,1,0,3,8,0,3,0,1,2,0.24,0.2424,0.87,0.1343,8.998,0.166,11,238,249.0
1537,2011-03-09,1,0,3,9,0,3,0,1,2,0.26,0.2424,0.87,0.2537,16.998,0.152,5,136,141.0
1538,2011-03-09,1,0,3,10,0,3,0,1,2,0.3,0.2879,0.75,0.2537,16.998,0.186,8,49,57.0
1539,2011-03-09,1,0,3,11,0,3,0,1,2,0.32,0.2879,0.76,0.3881,26.003,0.169,15,44,59.0
1540,2011-03-09,1,0,3,12,0,3,0,1,2,0.32,0.303,0.76,0.2537,16.998,0.2,14,84,98.0
1541,2011-03-09,1,0,3,13,0,3,0,1,2,0.32,0.2879,0.76,0.3582,23.999,0.175,17,82,99.0
1542,2011-03-09,1,0,3,14,0,3,0,1,2,0.34,0.303,0.76,0.2985,19.999,0.201,10,61,71.0
1543,2011-03-09,1,0,3,15,0,3,0,1,2,0.36,0.3333,0.71,0.2985,19.999,0.22,15,64,79.0
1544,2011-03-09,1,0,3,16,0,3,0,1,2,0.34,0.303,0.76,0.3284,22.003,0.195,10,102,112.0
1545,2011-03-09,1,0,3,17,0,3,0,1,2,0.34,0.303,0.76,0.2985,19.999,0.201,18,176,194.0
1546,2011-03-09,1,0,3,18,0,3,0,1,2,0.34,0.3182,0.76,0.2537,16.998,0.215,12,176,188.0
1547,2011-03-09,1,0,3,19,0,3,0,1,2,0.34,0.303,0.76,0.3284,22.003,0.195,11,123,134.0
1548,2011-03-09,1,0,3,20,0,3,0,1,2,0.32,0.3182,0.87,0.194,12.998,0.217,4,87,91.0
1549,2011-03-09,1,0,3,21,0,3,0,1,2,0.32,0.303,0.93,0.3284,22.003,0.185,10,52,62.0
